imageName,predicted_label,actual_label,imageTag,dataset,beautification,imageGender,condition,perceived_attractiveness,feminine,happy,intelligence,trustworthy,unusual,sociability,perceived_age
cfd-beautified-female-latino-20,2,2,cfd-female-latino-20,cfd,beautified,female,latino,6.0,6.0,5.0,5.0,5.0,3.0,5.0,25.0
cfd-original-female-black-16,0,0,cfd-female-black-16,cfd,original,female,black,3.0,4.5,2.5,4.0,4.0,3.0,3.0,36.0
cfd-beautified-female-latino-17,2,2,cfd-female-latino-17,cfd,beautified,female,latino,6.0,6.0,4.0,5.0,4.0,3.0,5.0,24.0
cfd-beautified-female-mixed-25,1,1,cfd-female-mixed-25,cfd,beautified,female,mixed,5.0,6.0,4.0,4.0,4.0,4.0,5.0,25.0
cfd-beautified-female-white-10,2,1,cfd-female-white-10,cfd,beautified,female,white,5.0,6.0,4.0,4.0,4.0,4.0,5.0,25.0
cfd-original-male-latino-24,0,0,cfd-male-latino-24,cfd,original,male,latino,2.0,1.0,3.0,4.0,3.5,3.0,3.0,46.0
cfd-beautified-male-indian-19,1,1,cfd-male-indian-19,cfd,beautified,male,indian,5.0,1.0,4.0,5.0,4.0,3.0,5.0,27.0
cfd-original-male-indian-18,0,0,cfd-male-indian-18,cfd,original,male,indian,2.0,1.0,3.0,4.0,4.0,3.0,3.0,41.0
cfd-original-male-white-22,0,0,cfd-male-white-22,cfd,original,male,white,3.0,2.0,4.0,4.0,4.5,4.0,4.0,24.5
cfd-beautified-male-asian-2,2,1,cfd-male-asian-2,cfd,beautified,male,asian,5.0,2.0,5.0,5.0,5.0,4.0,5.0,23.0
cfd-beautified-female-mixed-21,2,2,cfd-female-mixed-21,cfd,beautified,female,mixed,6.0,7.0,5.0,5.0,5.0,4.0,5.0,24.0
cfd-beautified-female-white-22,2,1,cfd-female-white-22,cfd,beautified,female,white,5.0,5.0,4.0,4.0,4.0,3.0,5.0,28.0
cfd-original-female-mixed-7,0,0,cfd-female-mixed-7,cfd,original,female,mixed,3.0,4.0,3.0,4.0,4.0,4.0,4.0,40.0
faces-beautified-female-young-22,2,2,faces-female-young-22,faces,beautified,female,young,6.0,7.0,5.0,4.0,4.0,3.5,6.0,23.5
faces-original-male-young-20,2,1,faces-male-young-20,faces,original,male,young,4.5,2.0,3.0,4.0,4.0,3.0,5.0,26.0
faces-beautified-female-middle-1,2,2,faces-female-middle-1,faces,beautified,female,middle,6.0,7.0,5.0,5.0,5.0,3.5,5.0,30.0
faces-beautified-female-old-9,1,1,faces-female-old-9,faces,beautified,female,old,4.0,6.0,4.0,5.0,5.0,3.0,4.0,70.0
faces-original-female-middle-9,1,0,faces-female-middle-9,faces,original,female,middle,3.0,5.0,4.0,4.0,4.0,3.0,4.0,48.0
faces-original-female-young-14,2,1,faces-female-young-14,faces,original,female,young,5.0,6.0,4.0,4.0,4.0,3.0,5.0,26.5
faces-original-male-young-5,0,0,faces-male-young-5,faces,original,male,young,3.0,2.0,3.0,4.0,4.0,3.0,4.0,28.0
cfd-beautified-female-indian-8,2,2,cfd-female-indian-8,cfd,beautified,female,indian,6.0,6.0,4.0,4.0,4.0,4.0,5.0,24.0
cfd-beautified-male-mixed-19,1,1,cfd-male-mixed-19,cfd,beautified,male,mixed,4.0,2.5,4.0,4.5,4.0,3.0,4.0,20.0
cfd-original-male-mixed-16,1,1,cfd-male-mixed-16,cfd,original,male,mixed,4.0,2.0,3.0,4.0,4.0,3.0,4.0,22.0
cfd-beautified-female-asian-9,2,2,cfd-female-asian-9,cfd,beautified,female,asian,6.0,7.0,4.0,5.0,4.5,4.0,4.5,27.0
cfd-beautified-female-white-2,2,2,cfd-female-white-2,cfd,beautified,female,white,6.0,6.0,5.0,5.0,5.0,3.0,5.0,25.0
cfd-original-male-mixed-6,0,1,cfd-male-mixed-6,cfd,original,male,mixed,3.5,2.0,3.0,4.0,4.0,4.0,4.0,31.0
cfd-beautified-male-latino-3,1,1,cfd-male-latino-3,cfd,beautified,male,latino,5.0,2.0,4.0,4.5,4.0,3.0,5.0,26.0
faces-original-male-old-4,0,0,faces-male-old-4,faces,original,male,old,3.0,1.0,3.0,4.0,4.0,3.0,3.0,73.0
faces-beautified-male-middle-4,1,1,faces-male-middle-4,faces,beautified,male,middle,4.0,2.0,3.5,5.0,4.0,2.0,4.0,38.0
faces-beautified-male-young-13,2,2,faces-male-young-13,faces,beautified,male,young,6.0,2.0,4.0,4.0,4.0,4.0,5.0,25.0
faces-beautified-female-old-4,1,1,faces-female-old-4,faces,beautified,female,old,5.0,6.0,5.5,5.0,5.5,4.0,5.0,62.0
faces-beautified-male-young-9,2,1,faces-male-young-9,faces,beautified,male,young,5.0,3.0,5.0,5.0,5.0,3.0,5.0,25.0
cfd-beautified-female-indian-20,1,1,cfd-female-indian-20,cfd,beautified,female,indian,4.0,5.0,4.0,4.0,4.0,4.0,5.0,25.0
faces-beautified-male-old-19,0,0,faces-male-old-19,faces,beautified,male,old,3.0,1.0,3.0,4.0,3.0,2.0,3.0,60.0
cfd-beautified-female-indian-14,2,1,cfd-female-indian-14,cfd,beautified,female,indian,5.0,6.0,5.0,4.0,5.0,4.0,5.0,32.0
cfd-beautified-male-asian-14,1,1,cfd-male-asian-14,cfd,beautified,male,asian,5.0,2.0,4.0,5.0,4.0,3.0,5.0,21.0
cfd-beautified-male-mixed-21,1,1,cfd-male-mixed-21,cfd,beautified,male,mixed,4.0,2.0,4.0,5.0,4.0,2.0,4.0,29.0
cfd-original-male-latino-12,0,0,cfd-male-latino-12,cfd,original,male,latino,3.0,1.0,3.0,4.0,4.0,2.0,4.0,34.0
faces-beautified-female-old-3,1,1,faces-female-old-3,faces,beautified,female,old,4.0,5.0,4.0,4.0,4.0,5.0,4.0,56.5
faces-beautified-male-middle-16,0,1,faces-male-middle-16,faces,beautified,male,middle,5.0,2.0,3.0,4.0,4.0,4.0,4.0,50.0
cfd-beautified-female-white-20,1,1,cfd-female-white-20,cfd,beautified,female,white,5.0,6.0,4.0,4.0,4.0,5.0,5.0,27.0
faces-beautified-female-old-12,1,1,faces-female-old-12,faces,beautified,female,old,4.5,5.0,4.5,5.0,5.0,3.0,5.0,62.0
faces-original-female-middle-19,1,1,faces-female-middle-19,faces,original,female,middle,4.0,6.0,4.0,4.0,4.0,2.0,4.0,44.0
cfd-original-female-white-10,2,1,cfd-female-white-10,cfd,original,female,white,4.0,5.0,4.0,4.0,4.0,3.0,4.0,29.0
cfd-original-female-latino-15,0,0,cfd-female-latino-15,cfd,original,female,latino,3.0,5.0,4.0,4.0,4.0,3.0,4.0,24.0
cfd-beautified-male-latino-15,1,1,cfd-male-latino-15,cfd,beautified,male,latino,5.0,2.0,5.0,5.0,4.0,4.0,5.0,28.0
cfd-beautified-female-black-23,2,1,cfd-female-black-23,cfd,beautified,female,black,4.0,5.0,4.0,4.0,4.0,3.0,5.0,24.0
cfd-beautified-female-white-18,2,2,cfd-female-white-18,cfd,beautified,female,white,6.0,7.0,5.0,4.0,4.0,3.0,5.0,24.5
faces-beautified-male-young-25,2,1,faces-male-young-25,faces,beautified,male,young,5.0,2.0,4.0,5.0,4.0,3.0,5.0,28.0
cfd-original-female-asian-9,2,1,cfd-female-asian-9,cfd,original,female,asian,5.0,6.0,3.0,5.0,4.0,4.0,4.0,30.0
cfd-beautified-male-latino-22,0,1,cfd-male-latino-22,cfd,beautified,male,latino,4.0,2.0,5.0,4.0,4.0,5.0,5.0,30.0
faces-beautified-female-young-24,2,2,faces-female-young-24,faces,beautified,female,young,6.0,6.0,4.0,4.0,4.0,5.0,5.0,25.0
faces-original-male-young-1,1,1,faces-male-young-1,faces,original,male,young,4.0,2.0,2.5,5.0,3.5,3.0,3.0,33.0
cfd-original-male-mixed-13,0,0,cfd-male-mixed-13,cfd,original,male,mixed,3.0,1.0,3.5,4.0,4.0,3.0,4.0,36.0
faces-beautified-female-middle-22,1,1,faces-female-middle-22,faces,beautified,female,middle,5.0,6.0,5.0,5.0,5.0,3.0,5.0,44.0
cfd-beautified-female-indian-22,2,1,cfd-female-indian-22,cfd,beautified,female,indian,5.0,6.0,5.0,5.0,5.0,4.0,5.0,23.0
cfd-beautified-female-black-9,2,2,cfd-female-black-9,cfd,beautified,female,black,6.0,6.0,6.0,5.0,5.0,3.0,5.0,27.0
faces-original-female-old-5,0,0,faces-female-old-5,faces,original,female,old,2.0,4.0,3.0,4.0,4.0,3.0,3.5,68.0
faces-original-male-middle-15,0,0,faces-male-middle-15,faces,original,male,middle,3.0,1.0,4.0,4.0,4.0,4.0,4.0,48.0
cfd-original-male-mixed-19,1,1,cfd-male-mixed-19,cfd,original,male,mixed,3.5,2.0,3.0,5.0,4.0,4.0,4.0,22.0
cfd-original-male-white-9,0,0,cfd-male-white-9,cfd,original,male,white,3.0,1.0,4.0,4.0,4.0,2.0,4.0,32.0
cfd-beautified-male-asian-10,1,1,cfd-male-asian-10,cfd,beautified,male,asian,5.0,2.0,5.0,5.0,5.0,3.0,5.0,32.0
cfd-original-male-black-12,0,0,cfd-male-black-12,cfd,original,male,black,3.0,1.0,3.0,4.0,4.0,4.0,3.0,25.0
cfd-beautified-male-indian-17,1,1,cfd-male-indian-17,cfd,beautified,male,indian,4.0,1.0,3.0,4.5,4.0,2.5,4.0,48.5
faces-original-female-middle-7,1,1,faces-female-middle-7,faces,original,female,middle,4.0,5.0,3.0,5.0,4.5,2.0,4.0,57.0
cfd-original-female-white-23,1,1,cfd-female-white-23,cfd,original,female,white,5.0,6.0,4.0,5.0,4.5,3.5,5.0,30.0
cfd-original-male-indian-1,1,1,cfd-male-indian-1,cfd,original,male,indian,4.0,1.0,4.0,4.0,4.0,2.0,5.0,38.0
cfd-beautified-male-indian-8,0,1,cfd-male-indian-8,cfd,beautified,male,indian,4.0,1.0,3.5,5.0,4.0,5.0,4.0,35.0
cfd-beautified-male-asian-25,1,1,cfd-male-asian-25,cfd,beautified,male,asian,5.0,2.0,5.0,5.0,5.0,3.0,5.0,27.5
cfd-original-male-white-23,0,1,cfd-male-white-23,cfd,original,male,white,4.0,2.0,4.0,5.0,4.0,3.0,5.0,30.0
faces-beautified-male-young-17,1,1,faces-male-young-17,faces,beautified,male,young,5.0,3.0,4.0,4.0,4.0,3.0,5.0,19.5
cfd-beautified-female-latino-9,2,2,cfd-female-latino-9,cfd,beautified,female,latino,6.0,7.0,5.0,5.0,5.0,4.0,5.0,23.5
cfd-original-male-mixed-9,0,1,cfd-male-mixed-9,cfd,original,male,mixed,4.0,1.0,4.0,5.0,5.0,4.0,4.0,33.0
cfd-beautified-female-mixed-18,2,2,cfd-female-mixed-18,cfd,beautified,female,mixed,6.0,6.0,4.0,4.0,4.0,4.0,5.0,23.0
cfd-beautified-male-mixed-20,1,1,cfd-male-mixed-20,cfd,beautified,male,mixed,5.0,4.0,4.5,5.0,4.0,4.5,4.5,24.0
faces-original-male-old-25,0,0,faces-male-old-25,faces,original,male,old,3.0,1.0,4.0,4.0,4.0,3.0,4.0,68.0
faces-original-female-young-4,1,1,faces-female-young-4,faces,original,female,young,5.0,4.0,4.0,4.0,4.0,4.5,5.0,23.0
faces-beautified-male-old-3,0,1,faces-male-old-3,faces,beautified,male,old,4.0,1.0,3.0,5.0,3.5,3.0,3.0,53.5
cfd-original-female-asian-3,0,1,cfd-female-asian-3,cfd,original,female,asian,3.5,4.0,4.0,4.0,4.0,4.0,4.0,32.5
cfd-beautified-female-black-4,2,2,cfd-female-black-4,cfd,beautified,female,black,6.0,6.0,5.0,5.0,5.0,4.0,5.0,27.0
cfd-beautified-male-mixed-12,1,1,cfd-male-mixed-12,cfd,beautified,male,mixed,4.0,3.0,4.0,5.0,4.0,3.0,4.0,21.0
cfd-original-female-latino-22,1,1,cfd-female-latino-22,cfd,original,female,latino,5.0,5.0,4.0,5.0,5.0,3.0,4.0,29.0
cfd-beautified-female-black-22,2,2,cfd-female-black-22,cfd,beautified,female,black,6.0,6.0,5.0,5.0,5.0,3.0,5.0,24.0
cfd-beautified-male-indian-23,1,1,cfd-male-indian-23,cfd,beautified,male,indian,5.0,1.5,5.0,5.0,4.0,3.5,5.0,31.5
cfd-beautified-male-asian-19,1,1,cfd-male-asian-19,cfd,beautified,male,asian,4.0,2.0,4.0,5.0,4.0,3.0,4.0,23.0
cfd-original-male-asian-4,0,0,cfd-male-asian-4,cfd,original,male,asian,3.0,2.0,3.0,4.0,4.0,3.0,3.0,28.0
cfd-original-male-mixed-11,0,1,cfd-male-mixed-11,cfd,original,male,mixed,4.0,1.0,3.5,4.0,4.0,3.0,4.0,30.5
cfd-original-female-latino-25,0,1,cfd-female-latino-25,cfd,original,female,latino,4.0,5.0,4.0,4.0,4.0,3.0,4.0,33.0
cfd-beautified-male-indian-18,1,1,cfd-male-indian-18,cfd,beautified,male,indian,4.0,1.0,4.0,5.0,4.0,3.0,4.0,32.0
cfd-original-male-black-24,0,0,cfd-male-black-24,cfd,original,male,black,2.0,2.0,3.0,4.0,4.0,5.0,3.0,36.0
cfd-original-male-indian-25,1,1,cfd-male-indian-25,cfd,original,male,indian,4.0,1.0,4.0,5.0,4.0,2.0,5.0,40.0
cfd-beautified-female-asian-2,2,2,cfd-female-asian-2,cfd,beautified,female,asian,6.0,6.0,4.0,5.0,4.0,2.5,5.0,27.0
faces-beautified-male-old-27,1,0,faces-male-old-27,faces,beautified,male,old,3.0,1.0,3.0,4.0,4.0,3.0,4.0,59.0
faces-beautified-female-young-6,2,2,faces-female-young-6,faces,beautified,female,young,6.0,6.0,4.5,4.5,4.0,3.0,5.0,22.0
faces-original-male-old-9,0,0,faces-male-old-9,faces,original,male,old,2.5,1.0,3.0,4.0,4.0,2.0,3.5,68.0
faces-original-male-old-2,0,0,faces-male-old-2,faces,original,male,old,2.0,1.0,3.0,4.0,4.0,4.0,3.0,69.0
faces-original-female-young-1,1,1,faces-female-young-1,faces,original,female,young,4.0,5.0,3.0,4.0,4.0,2.0,4.0,30.5
cfd-original-female-white-2,0,1,cfd-female-white-2,cfd,original,female,white,4.0,5.0,3.0,4.0,4.0,2.5,4.0,24.5
cfd-beautified-female-asian-10,2,2,cfd-female-asian-10,cfd,beautified,female,asian,6.0,6.0,4.0,5.0,4.0,4.0,5.0,26.0
cfd-beautified-female-mixed-17,2,2,cfd-female-mixed-17,cfd,beautified,female,mixed,6.0,7.0,4.0,4.5,4.0,5.0,5.0,27.0
cfd-beautified-male-black-25,1,1,cfd-male-black-25,cfd,beautified,male,black,4.0,2.0,3.0,4.0,4.0,4.0,4.0,24.0
cfd-beautified-female-asian-19,2,2,cfd-female-asian-19,cfd,beautified,female,asian,6.0,6.0,4.0,5.0,4.0,3.0,5.0,26.0
cfd-original-female-indian-11,1,1,cfd-female-indian-11,cfd,original,female,indian,4.0,5.0,4.0,5.0,4.0,3.0,4.0,23.0
cfd-original-female-white-6,2,1,cfd-female-white-6,cfd,original,female,white,5.0,6.0,4.0,5.0,5.0,2.0,5.0,24.0
faces-beautified-female-old-21,0,0,faces-female-old-21,faces,beautified,female,old,3.0,4.0,3.0,4.0,4.0,5.0,4.0,61.0
cfd-beautified-female-white-11,2,2,cfd-female-white-11,cfd,beautified,female,white,6.0,6.0,4.0,5.0,5.0,4.0,5.0,23.0
faces-original-male-young-27,0,1,faces-male-young-27,faces,original,male,young,4.0,2.0,4.0,4.0,4.0,3.0,4.0,22.0
cfd-beautified-male-mixed-25,0,1,cfd-male-mixed-25,cfd,beautified,male,mixed,5.0,2.0,5.0,5.0,4.0,4.0,5.0,34.5
faces-original-male-old-26,0,0,faces-male-old-26,faces,original,male,old,3.0,1.0,3.0,4.5,4.0,2.0,4.0,65.0
cfd-original-male-mixed-14,0,0,cfd-male-mixed-14,cfd,original,male,mixed,3.0,2.0,4.0,4.0,4.0,3.0,4.0,27.0
cfd-beautified-female-white-16,2,1,cfd-female-white-16,cfd,beautified,female,white,5.0,6.0,4.0,5.0,5.0,4.0,5.0,25.0
cfd-original-male-black-2,0,0,cfd-male-black-2,cfd,original,male,black,2.5,2.0,3.0,4.0,4.0,3.0,4.0,26.0
cfd-original-male-asian-17,0,0,cfd-male-asian-17,cfd,original,male,asian,3.0,1.0,3.0,4.0,4.0,3.0,4.0,34.0
faces-original-female-middle-11,0,1,faces-female-middle-11,faces,original,female,middle,4.0,5.0,4.0,4.0,4.5,2.5,4.0,36.5
faces-original-male-middle-24,0,0,faces-male-middle-24,faces,original,male,middle,3.0,1.0,3.0,4.0,4.0,3.0,3.0,54.0
cfd-original-male-asian-9,1,1,cfd-male-asian-9,cfd,original,male,asian,4.0,2.0,5.0,5.0,4.0,2.0,4.0,28.0
cfd-original-female-indian-5,0,1,cfd-female-indian-5,cfd,original,female,indian,4.0,5.0,4.0,5.0,5.0,3.0,4.0,27.5
cfd-beautified-male-indian-7,0,1,cfd-male-indian-7,cfd,beautified,male,indian,5.0,2.0,4.0,5.0,4.0,3.0,5.0,25.0
cfd-beautified-female-indian-24,2,1,cfd-female-indian-24,cfd,beautified,female,indian,5.0,6.0,5.0,5.0,5.0,3.0,5.0,25.5
faces-beautified-male-young-22,1,1,faces-male-young-22,faces,beautified,male,young,5.0,2.0,4.0,5.0,4.0,3.0,5.0,23.0
faces-original-male-young-6,1,1,faces-male-young-6,faces,original,male,young,4.0,2.0,3.0,4.0,4.0,4.0,4.0,25.5
faces-beautified-female-middle-4,2,1,faces-female-middle-4,faces,beautified,female,middle,5.0,6.0,4.0,5.0,4.0,3.0,5.0,38.0
faces-beautified-female-old-8,1,1,faces-female-old-8,faces,beautified,female,old,5.0,6.0,4.0,5.0,5.0,3.0,5.0,66.0
cfd-beautified-male-black-21,0,1,cfd-male-black-21,cfd,beautified,male,black,4.0,1.0,3.5,5.0,5.0,2.0,4.5,27.5
cfd-beautified-female-black-3,2,2,cfd-female-black-3,cfd,beautified,female,black,6.0,6.0,4.0,4.0,4.0,3.5,5.0,25.0
cfd-beautified-male-asian-3,2,1,cfd-male-asian-3,cfd,beautified,male,asian,5.0,2.0,5.0,5.0,5.0,3.0,5.0,27.0
cfd-beautified-male-latino-1,1,1,cfd-male-latino-1,cfd,beautified,male,latino,4.0,2.0,4.0,5.0,5.0,3.0,5.0,24.0
faces-beautified-male-young-18,1,1,faces-male-young-18,faces,beautified,male,young,5.0,2.0,4.0,5.0,4.0,3.0,5.0,32.0
cfd-beautified-male-black-8,1,1,cfd-male-black-8,cfd,beautified,male,black,4.5,1.0,5.0,5.0,4.0,3.5,5.0,36.0
cfd-original-male-asian-23,0,0,cfd-male-asian-23,cfd,original,male,asian,3.0,1.5,3.0,5.0,5.0,2.0,3.5,62.5
cfd-beautified-male-asian-22,0,0,cfd-male-asian-22,cfd,beautified,male,asian,3.0,2.0,4.0,4.0,4.0,5.0,4.0,38.0
faces-beautified-male-middle-21,0,1,faces-male-middle-21,faces,beautified,male,middle,4.0,1.5,3.0,4.0,4.0,2.0,4.0,49.0
cfd-original-female-white-18,2,2,cfd-female-white-18,cfd,original,female,white,5.5,6.0,5.0,5.0,5.0,3.0,5.0,25.5
faces-beautified-female-young-11,2,2,faces-female-young-11,faces,beautified,female,young,6.0,6.0,5.0,5.0,4.0,4.0,5.0,23.0
faces-original-female-middle-13,0,0,faces-female-middle-13,faces,original,female,middle,3.0,5.0,3.0,4.0,4.0,3.0,4.0,57.0
cfd-beautified-male-black-6,1,1,cfd-male-black-6,cfd,beautified,male,black,4.0,1.0,4.0,4.0,4.0,3.0,4.0,23.5
cfd-original-female-latino-12,2,1,cfd-female-latino-12,cfd,original,female,latino,5.0,6.0,5.0,5.0,5.0,3.0,5.0,32.0
cfd-original-male-indian-20,0,1,cfd-male-indian-20,cfd,original,male,indian,4.0,1.0,3.0,5.0,4.0,2.0,4.0,30.0
cfd-original-male-indian-21,0,0,cfd-male-indian-21,cfd,original,male,indian,3.0,1.0,3.0,4.0,4.0,4.0,3.0,35.0
cfd-original-female-mixed-14,1,1,cfd-female-mixed-14,cfd,original,female,mixed,4.0,5.0,3.0,5.0,4.0,2.0,4.0,30.5
